source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
thedodo.com,usa,,mixed,usa 45/180,,,
dworkinreport.com,usa (45/180 press freedom),left,mixed,,website,minimal traffic,medium credibility
thefloridasqueeze.com,usa (44/180 press freedom),left,mixed,,website,minimal traffic,medium credibility
theimproper.com,usa,,high,usa 45/180,,,
indypendent.org,usa,,high,usa 45/180,,,
thelondoneconomic.com,united kingdom,,mixed,united kingdom 35/180,,,
themarysue.com,usa,,mixed,usa 45/180,,,
themonthly.com.au,australia,,high,australia 26/180,,,
morningstaronline.co.uk,united kingdom,,mixed,uk 35/180,,,
nationalmemo.com,usa,,mixed,usa 45/180,,,
thenewcivilrightsmovement.com,usa,,mixed,usa 45/180,,,
whitehouse.gov,usa,,mixed,usa 45/180,,,
americanpublicmedia.org,usa (44/180 press freedom),left-center,high,,organization/foundation,minimal traffic,high credibility
clarionledger.com,usa,,high,usa 45/180,,,
cleantechnica.com,usa (45/180 press freedom),left-center,high,,website,medium traffic,high credibility
emptywheel.net,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility
insideclimatenews.org,usa,,high,usa 45/180,,,
icrw.org,usa,,high,usa 45/180,,,
crisisgroup.org,belgium,,very high,belgium 12/180,,,
ipolitics.ca,canada,,high,canada 16/180,,,
thenewhumanitarian.org,switzerland,,high,switzerland 6/180,,,
jacksonfreepress.com,usa,,high,usa 45/180 (2020),,,
japantoday.com,japan,,high,japan 66/180,,,
jihadica.com,usa,,high,usa 45/180 (2020),,,
jointcenter.org,usa,,high,usa 45/180,,,
helvidius.org,usa,,very high,usa 45/180,,,
jstor.org,usa,,high,usa 45/180,,,
justsecurity.org,usa (45/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility
kansascity.com,usa,,high,usa 45/180,,,
knightfoundation.org,usa,,high,usa 45/180,,,
koco.com,usa (44/180 press freedom),left-center,high,,tv station,medium traffic,high credibility
kotaku.com,usa,,high,usa 45/180,,,
kurdistan24.net,usa (44/180 press freedom),left-center,mixed,,website,medium traffic,medium credibility
lasvegassun.com,usa,,high,usa 45/180,,,
latintimes.com,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility
lethbridgeherald.com,,,high,canada 16/180,,,
kentucky.com,usa (45/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
lifehacker.com,usa (44/180 press freedom),left-center,mixed,,website,high traffic,high credibility
mainichi.jp,japan,,high,japan 66/180,,,
maplight.org,usa,,high,usa 45/180,,,
mcclatchydc.com,usa,,high,usa 45/180,,,
mediafiledc.com,usa (44/180 press freedom),left-center,high,,newspaper,minimal traffic,high credibility
metro.us,usa (45/180 press freedom),left-center,high,,newspaper,minimal traffic,high credibility
mexiconewsdaily.com,mexico,,high,mexico 143/180,,,
mic.com,usa,,mixed,usa 45/180,,,
migrationpolicy.org,usa,,high,usa 45/180,,,
jsonline.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
startribune.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility
mprnews.org,usa,,high,usa 45/180,,,
minnpost.com,usa,,high,usa 45/180,,,
mothership.sg,singapore,,mixed,singapore 151/180,,,
nakedcapitalism.com,usa,,high,usa 45/180,,,
transequality.org,usa,,high,usa 45/180,,,
natmonitor.com,usa (44/180 press freedom),left-center,high,,website,minimal traffic,high credibility
resourcegovernance.org,usa,,high,usa 45/180,,,
nature.org,usa,,high,usa 45/180,,,
neweurope.eu,belgium,,high,belgium 12/180,,,
newleftreview.org,united kingdom,,high,uk 35/180,,,
newmatilda.com,australia,,high,australia 26/180,,,
newmoderate.com,usa,,mixed,usa 45/180,,,
newsandguts.com,usa (44/180 press freedom),left-center,mixed,,website,medium traffic,high credibility
newsday.com,usa,,high,usa 45/180,,,
nhk.or.jp,japan,,high,japan 66/180,,,
niskanencenter.org,usa (44/180 press freedom),left-center,high,,organization/foundation,mediumtraffic,high credibility
opendemocracy.net,united kingdom,,high,uk 35/180,,,
openthegovernment.org,usa (45/180 press freedom),left-center,mixed,,organization/foundation,minimal traffic,medium credibility
orlandosentinel.com,usa,,high,usa 48/180,,,
outsidethebeltway.com,usa (44/180 press freedom),left-center,high,,website,minimal traffic,high credibility
ozy.com,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility
psmag.com,usa,,high,usa 45/180,,,
phillytrib.com,usa,,high,usa 45/180,,,
inquirer.net,philippines,,mixed,philippines 136/180,,,
phoenixnewtimes.com,usa,,high,usa 45/180,,,
politicalcritique.org,poland,,high,poland 63/180,,,
politicsthatwork.com,usa,,mixed,usa 45/180,,,
pressherald.com,usa,,high,usa 45/180,,,
pamplinmedia.com,usa,,high,usa 45/180,,,
positive.news,united kingdom (33/180 press freedom),left-center,high,,magazine,minimal traffic,high credibility
theworld.org,usa,,very high,usa 45/180,,,
private-eye.co.uk,united kingdom,,mixed,uk 35/180,,,
prospectmagazine.co.uk,united kingdom,,high,uk 35/180,,,
providencejournal.com,usa,,high,usa 45/180 (2020),,,
citizen.org,usa,,high,usa 45/180,,,
rfa.org,usa,,high,usa 45/180,,,
newsobserver.com,usa,,high,usa 45/180,,,
rationalwiki.org,usa,,high,usa 45/180,,,
relevantmagazine.com,usa (44/180 press freedom),left-center,high,,magazine,medium traffic,high credibility
religionnews.com,usa (44/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility
rgj.com,usa,,high,usa 45/180,,,
represent.us,usa,,high,usa 45/180,,,
revealnews.org,usa,,high,usa 45/180,,,
rooseveltinstitute.org,usa,,high,usa 45/180,,,
sacbee.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility
sltrib.com,usa,,high,usa 45/180,,,
expressnews.com,usa,,high,usa 45/180,,,
sandiegoreader.com,usa,,high,usa 45/180,,,
sfchronicle.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility
sfexaminer.com,usa,,high,usa 45/180,,,
mercurynews.com,usa (44/180 press freedom),left-center,high,,newspaper,high traffic,high credibility
independent.com,usa (44/180 press freedom),left-center,high,,website,medium traffic,high credibility
saudigazette.com.sa,saudi arabia (170/180 press freedom),left-center (by saudi standards),mixed,,newspaper,medium traffic,medium credibility
scoopwhoop.com,india,,mixed,india 142/180,,,
scroll.in,india,,mixed,india 142/180,,,
seattlepi.com,usa,,high,usa 45/180,,,
sfgate.com,usa (44/180 press freedom),left-center,high,,website,high traffic,high credibility
sojo.net,usa (45/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility
sootoday.com,canada (14/180 press freedom),left-center,high,,website,medium traffic,high credibility
spiegel.de,germany (11/180 press freedom),left-center,high,,website,high traffic,high credibility
stltoday.com,usa,,high,usa 45/180,,,
nj.com,usa,,high,usa 45/180,,,
statnews.com,usa (44/180 press freedom),left-center,high,,website,high traffic,high credibility
stepfeed.com,united arab emirates (132/180 press freedom),left-center,mixed,,website,medium traffic,medium credibility
stuff.co.nz,new zealand,,high,new zealand 9/180,,,
sunlightfoundation.com,usa,,high,usa 45/180,,,
syriahr.com,usa (45/180 press freedom),left-center,mixed,,organization/foundation,medium traffic,high credibility
tarbell.org,usa,,high,usa 45/180,,,
taxjustice.net,united kingdom (33/180 press freedom),left-center,high,,organization/foundation,minimal traffic,high credibility
taxpolicycenter.org,usa (44/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility
techcrunch.com,usa (44/180 press freedom),left-center,high,,website,high traffic,high credibility
techdirt.com,usa,,high,usa 45/180,,,
texasmonthly.com,usa (44/180 press freedom),left-center,high,,magazine,medium traffic,high credibility
asahi.com,japan,,high,japan 66/180,,,
app.com,usa,,high,usa 45/180,,,
augustachronicle.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
thebipartisanpress.com,usa,,high,usa 45/180,,,
myrgv.com,usa,,high,usa 45/180,,,
thebureauinvestigates.com,united kingdom (35/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility
tcf.org,usa,,high,usa 45/180,,,
nownews.com,taiwan,,mixed,taiwan 43/180,,,
thechristianleft.org,usa,,mixed,usa 45/180,,,
chronicle.com,usa,,high,usa 45/180,,,
thecitizen.org.au,australia (26/180 press freedom),left-center,high,,organization/foundation,minimal traffic,high credibility
courier-journal.com,usa (45/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
daltondailycitizen.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
dailyclimate.org,usa,,high,usa 45/180,,,
dailyhive.com,canada (14/180 press freedom),left-center,mixed,,website,high traffic,high credibility
dailytarheel.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
theday.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
ecfr.eu,germany (13/180 press freedom),left-center,high,,organization/foundation,medium traffic,high credibility
lehighvalleylive.com,usa,,high,usa 45/180,,,
forward.com,usa,,high,usa 45/180,,,
readfrontier.org,usa,,high,usa 45/180,,,
heraldnet.com,usa (44/180 press freedom),left-center,high,,newspaper,medium traffic,high credibility
thehilltalk.com,usa,,high,usa 45/180,,,
thehindu.com,india,,mixed,india 142/180,,,
thehumanist.com,usa,,high,usa 45/180,,,
indianexpress.com,india (142/180 press freedom),left-center,mixed,,newspaper,high traffic,medium credibility
thejakartapost.com,indonesia,,mixed,indonesia 119/180,,,
lohud.com,usa,,high,usa 45/180,,,
thelocal.no,norway,,high,norway 1/180,,,
themoderatevoice.com,usa,,high,usa 45/180,,,
alaraby.co.uk,united kingdom(33/180 press freedom),left-center,mixed,,website,medium traffic,high credibility
thenewtropic.com,usa (44/180 press freedom),left-center,high,,website,minimal traffic,high credibility
thenewstribune.com,usa,,high,usa 45/180,,,
newstimes.com,usa,,high,usa 45/180,,,
typemediacenter.org,usa,,high,usa 45/180,,,
calgaryherald.com,canada,,high,canada 16/180,,,
thecjn.ca,canada (14/180 press freedom),right-center,high,,organization/foundation,minimal traffic,high credibility
taxpayer.com,canada (14/180 press freedom),right-center,high,,organization/foundation,medium traffic,high credibility
detroitnews.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility
star-telegram.com,usa,,high,usa 48/180,,,
freedomalliance.org,usa,,high,usa 48/180,,,
insidesources.com,usa,,mixed,usa 45/180,,,
theihs.org,usa,,high,usa 45/180,,,
independent.ie,ireland,,mixed,ireland 13/180,,,
jewishbreakingnews.com,israel,,mixed,israel 88/180,,,
jewishjournal.com,usa,,high,usa 48/180,,,
jns.org,usa,,high,usa 45/180 (2020),,,
justfactsdaily.com,usa (44/180 press freedom),right-center,mixed,,website,minimal traffic,medium credibility
koreaherald.com,south korea (42/180 press freedom),right-center,mixed,,newspaper,medium traffic,high credibility
kutv.com,usa,,high,usa 45/180,,,
lmtonline.com,usa,,high,usa 45/180,,,
reviewjournal.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility
learnliberty.org,usa,,high,usa 45/180,,,
lexingtoninstitute.org,usa,,high,usa 45/180,,,
libertarianism.org,usa,,high,usa 45/180,,,
listverse.com,united kingdom,,mixed,uk 35/180,,,
lfpress.com,canada,,mixed,canada 16/180,,,
dailynews.com,usa,,high,usa 45/180,,,
lubbockonline.com,usa,,high,usa 45/180,,,
mackinac.org,usa,,mixed,usa 45/180,,,
malaysia-today.net,malaysia,,mixed,malaysia 101/180,,,
unionleader.com,usa,,high,usa 45/180,,,
manilatimes.net,philippines,,mixed,philippines 136/180,,,
mercatus.org,usa,,high,usa 45/180,,,
metabunk.org,usa,,high,usa 45/180,,,
mtdemocrat.com,usa,,high,usa 45/180,,,
nationalaffairs.com,usa,,high,usa 45/180,,,
nos.nl,netherlands,,high,netherlands 5/180,,,
news-gazette.com,usa,,high,usa 45/180,,,
nikkei.com,japan (67/180 press freedom),right-center,high,,magazine,high traffic,high credibility
nj1015.com,usa,,high,usa 45/180,,,
omaha.com,usa,,high,usa 45/180,,,
opendoorsusa.org,usa,,mixed,usa 45/180,,,
ocregister.com,usa,,high,usa 45/180,,,
ottawacitizen.com,canada (14/180 press freedom),right-center,high,,newspaper,medium traffic,high credibility
ottawasun.com,canada,,high,canada 16/180,,,
pacificresearch.org,usa,,mixed,usa 45/180,,,
peninsuladailynews.com,usa,,high,usa 45/180,,,
post-gazette.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility
triblive.com,usa (44/180 press freedom),right-center,high,,newspaper,high traffic,high credibility
policyed.org,usa,,high,usa 45/180,,,
politisite.com,usa,,high,usa 45/180,,,
postbulletin.com,usa,,high,usa 45/180,,,
rstreet.org,usa (44/180 press freedom),right-center,high,,organization/foundation,minimal traffic,high credibility
realcleardefense.com,usa,,mixed,usa 45/180,,,
realclearinvestigations.com,usa (44/180 press freedom),right-center,mixed,,website,medium traffic,high credibility
realclearpolicy.com,usa,,mixed,usa 45/180,,,
realclearreligion.org,usa,,mixed,usa 45/180,,,
valleynewslive.com,usa (45/180 press freedom),least biased,high,,tv station,medium traffic,high credibility
